layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
19,6,3.9642577,6.1466513,0.35,0.348370189512731,0.348370189512731
19,20,0.17314453,0.38802516,0.25,-0.052898432854591754,0.052898432854591754
19,1,0.0,0.0,0.0,0.0,0.0
19,2,0.0,0.0,0.0,0.0,0.0
19,4,0.0,0.0,0.0,0.0,0.0
19,3,0.0,0.0,0.0,0.0,0.0
19,5,0.0,0.0,0.0,0.0,0.0
19,7,0.0,0.0,0.0,0.0,0.0
19,8,0.0,0.0,0.0,0.0,0.0
19,9,0.0,0.0,0.0,0.0,0.0
19,10,0.0,0.0,0.0,0.0,0.0
19,11,0.0,0.0,0.0,0.0,0.0
19,12,0.0,0.0,0.0,0.0,0.0
19,13,0.0,0.0,0.0,0.0,0.0
19,14,0.0,0.0,0.0,0.0,0.0
19,15,0.0,0.0,0.0,0.0,0.0
19,16,0.0,0.0,0.0,0.0,0.0
19,0,0.0,0.0,0.0,0.0,0.0
19,17,0.0,0.0,0.0,0.0,0.0
19,18,0.0,0.0,0.0,0.0,0.0
19,19,0.0,0.0,0.0,0.0,0.0
19,21,0.0,0.0,0.0,0.0,0.0
19,22,0.0,0.0,0.0,0.0,0.0
19,23,0.0,0.0,0.0,0.0,0.0
19,24,0.0,0.0,0.0,0.0,0.0
19,25,0.0,0.0,0.0,0.0,0.0
19,26,0.0,0.0,0.0,0.0,0.0
19,27,0.0,0.0,0.0,0.0,0.0
19,28,0.0,0.0,0.0,0.0,0.0
19,29,0.0,0.0,0.0,0.0,0.0
19,30,0.0,0.0,0.0,0.0,0.0
19,31,0.0,0.0,0.0,0.0,0.0
19,32,0.0,0.0,0.0,0.0,0.0
19,33,0.0,0.0,0.0,0.0,0.0
19,34,0.0,0.0,0.0,0.0,0.0
19,35,0.0,0.0,0.0,0.0,0.0
19,36,0.0,0.0,0.0,0.0,0.0
19,37,0.0,0.0,0.0,0.0,0.0
19,38,0.0,0.0,0.0,0.0,0.0
19,39,0.0,0.0,0.0,0.0,0.0
19,40,0.0,0.0,0.0,0.0,0.0
19,41,0.0,0.0,0.0,0.0,0.0
19,42,0.0,0.0,0.0,0.0,0.0
19,43,0.0,0.0,0.0,0.0,0.0
19,44,0.0,0.0,0.0,0.0,0.0
19,45,0.0,0.0,0.0,0.0,0.0
19,46,0.0,0.0,0.0,0.0,0.0
19,47,0.0,0.0,0.0,0.0,0.0
19,48,0.0,0.0,0.0,0.0,0.0
19,49,0.0,0.0,0.0,0.0,0.0
