layer,feature_idx,mean_activation,std_activation,activation_frequency,correlation_with_logit_diff,abs_correlation
16,19,8.849893e-08,5.3902127e-08,0.95,0.15420347225413572,0.15420347225413572
16,0,0.0,0.0,0.0,0.0,0.0
16,2,0.0,0.0,0.0,0.0,0.0
16,3,0.0,0.0,0.0,0.0,0.0
16,4,0.0,0.0,0.0,0.0,0.0
16,5,0.0,0.0,0.0,0.0,0.0
16,6,0.0,0.0,0.0,0.0,0.0
16,7,0.0,0.0,0.0,0.0,0.0
16,8,0.0,0.0,0.0,0.0,0.0
16,9,0.0,0.0,0.0,0.0,0.0
16,10,0.0,0.0,0.0,0.0,0.0
16,11,0.0,0.0,0.0,0.0,0.0
16,12,0.0,0.0,0.0,0.0,0.0
16,13,0.0,0.0,0.0,0.0,0.0
16,14,0.0,0.0,0.0,0.0,0.0
16,15,0.0,0.0,0.0,0.0,0.0
16,16,0.0,0.0,0.0,0.0,0.0
16,1,0.0,0.0,0.0,0.0,0.0
16,17,0.0,0.0,0.0,0.0,0.0
16,18,0.0,0.0,0.0,0.0,0.0
16,20,0.0,0.0,0.0,0.0,0.0
16,21,0.0,0.0,0.0,0.0,0.0
16,22,0.0,0.0,0.0,0.0,0.0
16,23,0.0,0.0,0.0,0.0,0.0
16,24,0.0,0.0,0.0,0.0,0.0
16,25,0.0,0.0,0.0,0.0,0.0
16,26,0.0,0.0,0.0,0.0,0.0
16,27,0.0,0.0,0.0,0.0,0.0
16,28,0.0,0.0,0.0,0.0,0.0
16,29,0.0,0.0,0.0,0.0,0.0
16,30,0.0,0.0,0.0,0.0,0.0
16,31,0.0,0.0,0.0,0.0,0.0
16,32,0.0,0.0,0.0,0.0,0.0
16,33,0.0,0.0,0.0,0.0,0.0
16,34,0.0,0.0,0.0,0.0,0.0
16,35,9.400537e-10,1.6803046e-09,0.25,0.0,0.0
16,36,0.0,0.0,0.0,0.0,0.0
16,37,0.0,0.0,0.0,0.0,0.0
16,38,0.0,0.0,0.0,0.0,0.0
16,39,0.0,0.0,0.0,0.0,0.0
16,40,0.0,0.0,0.0,0.0,0.0
16,41,0.0,0.0,0.0,0.0,0.0
16,42,0.0,0.0,0.0,0.0,0.0
16,43,0.0,0.0,0.0,0.0,0.0
16,44,0.0,0.0,0.0,0.0,0.0
16,45,0.0,0.0,0.0,0.0,0.0
16,46,0.0,0.0,0.0,0.0,0.0
16,47,0.0,0.0,0.0,0.0,0.0
16,48,0.0,0.0,0.0,0.0,0.0
16,49,0.0,0.0,0.0,0.0,0.0
