cluster_id,prompt_idx,prompt_id,cluster_mean_effect,cluster_mean_abs_effect,positive_agreement,negative_agreement,topk_support_count,topk_support_fraction,level,group_id,cue_label,relation_type,latent_state_target,correct_answer,is_anchor,is_kw_variant,is_auxiliary,inference_steps,difficulty
0,0,p0000,-0.0125,0.0125,0.0,0.2,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,1,p0001,0.2312,0.2312,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,2,p0002,0.5875,0.5875,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,3,p0003,-1.0375,1.0375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,4,p0004,-0.1375,0.1375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,5,p0005,-1.1438,1.1438,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,6,p0006,-2.1625,2.1625,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,7,p0007,-1.5688,1.5688,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,8,p0008,0.475,0.475,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,9,p0009,0.125,0.125,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,10,p0010,-1.225,1.225,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,11,p0011,-1.825,1.825,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,12,p0012,-1.2625,1.2625,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,13,p0013,-0.4875,0.4875,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,14,p0014,-2.175,2.175,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,15,p0015,-1.9719,1.9719,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,16,p0016,-3.425,3.425,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,17,p0017,-2.05,2.05,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,18,p0018,0.9,0.9,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,19,p0019,-0.1812,0.1812,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,20,p0020,-1.45,1.45,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,21,p0021,-0.65,0.65,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,22,p0022,-1.225,1.225,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,23,p0023,0.5406,0.5406,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,24,p0024,-0.4688,0.4688,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,25,p0025,-4.7688,4.7688,0.0,1.0,5.0,1.0,AUX,?,,,,photon,False,False,False,,
0,26,p0026,-0.4312,0.4312,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,27,p0027,-1.8625,1.8625,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,28,p0028,-1.7938,1.7938,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,29,p0029,-0.3938,0.3938,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,30,p0030,-1.0688,1.0688,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,31,p0031,-1.2062,1.2062,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,32,p0032,-1.2031,1.2031,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,33,p0033,-1.9312,1.9312,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,34,p0034,-2.875,2.875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,35,p0035,-0.5625,0.5625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,36,p0036,-1.8688,1.8688,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,37,p0037,-1.4938,1.4938,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,38,p0038,-0.125,0.125,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,39,p0039,-0.2562,0.2562,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,40,p0040,-1.7594,1.7594,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,41,p0041,-0.775,0.775,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,42,p0042,-1.3125,1.3125,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,43,p0043,-0.7625,0.7625,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,44,p0044,-0.3875,0.3875,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,45,p0045,-0.8312,0.8312,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,46,p0046,0.825,0.825,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,47,p0047,0.0062,0.1312,0.6,0.4,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,48,p0048,-1.4062,1.4062,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,49,p0049,-0.1188,0.1438,0.2,0.8,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,50,p0050,0.7875,0.7875,1.0,0.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,51,p0051,-1.0812,1.0812,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,52,p0052,-0.5062,0.5062,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,53,p0053,-1.1688,1.1688,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,54,p0054,-0.2125,0.2125,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,55,p0055,-0.4125,0.4125,0.0,1.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,56,p0056,-0.2375,0.2375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,57,p0057,-1.7188,1.7188,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,58,p0058,-1.1938,1.1938,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,59,p0059,-0.0625,0.125,0.4,0.6,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,60,p0060,-0.2812,0.2812,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,61,p0061,-1.3938,1.3938,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,62,p0062,0.2438,0.2438,1.0,0.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,63,p0063,-1.8375,1.8375,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,64,p0064,0.425,0.425,1.0,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,65,p0065,-0.0938,0.0938,0.0,0.8,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,66,p0066,-1.2062,1.2062,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,67,p0067,-1.7875,1.7875,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,68,p0068,-1.2375,1.2375,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
0,69,p0069,-0.45,0.45,0.0,1.0,0.0,0.0,AUX,?,,,,photon,False,False,False,,
0,70,p0070,-0.9469,0.9469,0.0,1.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,71,p0071,0.0438,0.0438,0.8,0.0,0.0,0.0,AUX,?,,,,proton,False,False,False,,
0,72,p0072,0.625,0.625,1.0,0.0,0.0,0.0,AUX,?,,,,electron,False,False,False,,
0,73,p0073,-0.4688,0.4688,0.0,1.0,0.0,0.0,AUX,?,,,,neutron,False,False,False,,
